task_id,description,region,start_date,end_date,image_count,phase,export_type,timestamp,scale_m,crs,dtype,bands
2W5GD5BZSEVDHHU55KO2GWML,MON_Hasdeo_Full_2016_10_rapid_exp,Hasdeo_Full,2016-10-01,2016-11-01,2,rapid_exp,drive,2026-02-20T18:18:27.878857,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
LULL6Z4EGYISJI4L5WQ5TYLC,MON_Hasdeo_Full_2016_11_rapid_exp,Hasdeo_Full,2016-11-01,2016-12-01,1,rapid_exp,drive,2026-02-20T18:18:29.447138,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
MQDL4BB3BMAMLUL5NEXSYNHD,MON_Hasdeo_Full_2017_01_rapid_exp,Hasdeo_Full,2017-01-01,2017-02-01,4,rapid_exp,drive,2026-02-20T18:18:32.620063,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
HVETGDYWLZGIOPHTYKSBVGHK,MON_Hasdeo_Full_2017_02_rapid_exp,Hasdeo_Full,2017-02-01,2017-03-01,2,rapid_exp,drive,2026-02-20T18:18:34.340178,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
XFYGMFEX5RKFB7WGL3PZOSNM,MON_Hasdeo_Full_2017_03_rapid_exp,Hasdeo_Full,2017-03-01,2017-04-01,4,rapid_exp,drive,2026-02-20T18:18:35.937358,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
EDS4FS53DAKZOEDOQ3RUL5YZ,MON_Hasdeo_Full_2017_11_rapid_exp,Hasdeo_Full,2017-11-01,2017-12-01,1,rapid_exp,drive,2026-02-20T18:18:43.576132,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
OP7ZHACMODGVCHA2SKC4BXRG,MON_Hasdeo_Full_2017_12_rapid_exp,Hasdeo_Full,2017-12-01,2018-01-01,7,rapid_exp,drive,2026-02-20T18:18:45.025665,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
HDAK2TWMQS3HYNWJPVBU5NPU,MON_Hasdeo_Full_2018_01_rapid_exp,Hasdeo_Full,2018-01-01,2018-02-01,5,rapid_exp,drive,2026-02-20T18:18:47.569421,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
5NR7QSOMZL74YB6A6JRYAC2C,MON_Hasdeo_Full_2018_02_rapid_exp,Hasdeo_Full,2018-02-01,2018-03-01,1,rapid_exp,drive,2026-02-20T18:18:50.226567,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
32NT5ARMPCMIEQZRJJMRU3Z4,MON_Hasdeo_Full_2018_03_rapid_exp,Hasdeo_Full,2018-03-01,2018-04-01,3,rapid_exp,drive,2026-02-20T18:18:53.096146,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
GVAO7O4G5FEZ66PWXWJCKWNE,MON_Hasdeo_Full_2018_04_rapid_exp,Hasdeo_Full,2018-04-01,2018-05-01,2,rapid_exp,drive,2026-02-20T18:18:54.637612,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
5IROCJUWCXZDZK4OOJ66WX66,MON_Hasdeo_Full_2018_10_rapid_exp,Hasdeo_Full,2018-10-01,2018-11-01,1,rapid_exp,drive,2026-02-20T18:18:59.112031,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
RAXOYC5T5KPV3576EU6W5Y7O,MON_Hasdeo_Full_2018_11_rapid_exp,Hasdeo_Full,2018-11-01,2018-12-01,6,rapid_exp,drive,2026-02-20T18:19:01.700339,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
6O3NKUUABRCOGLFETR2W3KEJ,MON_Hasdeo_Full_2018_12_rapid_exp,Hasdeo_Full,2018-12-01,2019-01-01,6,rapid_exp,drive,2026-02-20T18:19:03.207808,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
A5ESVO7SV23AB57F3SXAO6NU,MON_Hasdeo_Full_2019_01_rapid_exp,Hasdeo_Full,2019-01-01,2019-02-01,12,rapid_exp,drive,2026-02-20T18:19:05.291472,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
FCZM6IGMAT3SO3REZD2V6TIZ,MON_Hasdeo_Full_2019_02_rapid_exp,Hasdeo_Full,2019-02-01,2019-03-01,7,rapid_exp,drive,2026-02-20T18:19:06.967594,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
IB2K5FOLSFAMJ72LRAP6OPO7,MON_Hasdeo_Full_2019_03_rapid_exp,Hasdeo_Full,2019-03-01,2019-04-01,10,rapid_exp,drive,2026-02-20T18:19:09.508274,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
UVUZUPYJ66WPWWXCKEWCL7OX,MON_Hasdeo_Full_2019_04_rapid_exp,Hasdeo_Full,2019-04-01,2019-05-01,7,rapid_exp,drive,2026-02-20T18:19:11.588768,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
IZ6T6TXRTA5MK5FB6JONSE3E,MON_Hasdeo_Full_2019_05_rapid_exp,Hasdeo_Full,2019-05-01,2019-06-01,10,rapid_exp,drive,2026-02-20T18:19:16.420772,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
ZFQSONS6SZQTFMBYSRBKFDMB,MON_Hasdeo_Full_2019_06_rapid_exp,Hasdeo_Full,2019-06-01,2019-07-01,4,rapid_exp,drive,2026-02-20T18:19:19.065698,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
VV4BYW3G5IY2SJJHLK4LJO2U,MON_Hasdeo_Full_2019_10_rapid_exp,Hasdeo_Full,2019-10-01,2019-11-01,3,rapid_exp,drive,2026-02-20T18:19:24.230444,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
FMLFQMXIHNHY757VABAENU6L,MON_Hasdeo_Full_2019_11_rapid_exp,Hasdeo_Full,2019-11-01,2019-12-01,11,rapid_exp,drive,2026-02-20T18:19:27.094043,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
5JO4E7PBB7GRVZE6MCML6BTV,MON_Hasdeo_Full_2019_12_rapid_exp,Hasdeo_Full,2019-12-01,2020-01-01,7,rapid_exp,drive,2026-02-20T18:19:28.732710,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
HIC33S4YXI6BERF5K6HQFRPK,MON_Hasdeo_Full_2020_01_slowdown,Hasdeo_Full,2020-01-01,2020-02-01,12,slowdown,drive,2026-02-20T18:19:30.779945,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
KGCXUCZNOKX4TAXNA3KR4KY5,MON_Hasdeo_Full_2020_02_slowdown,Hasdeo_Full,2020-02-01,2020-03-01,4,slowdown,drive,2026-02-20T18:19:33.241832,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
MA2YRNB5PI2H7FDDRNS625Y4,MON_Hasdeo_Full_2020_03_slowdown,Hasdeo_Full,2020-03-01,2020-04-01,6,slowdown,drive,2026-02-20T18:19:36.363622,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
67CTS2HAQMZOKILDJUBBJZLK,MON_Hasdeo_Full_2020_04_slowdown,Hasdeo_Full,2020-04-01,2020-05-01,8,slowdown,drive,2026-02-20T18:19:38.460322,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
ZSBDBFTA7OT6YKH5436GPRO7,MON_Hasdeo_Full_2020_05_slowdown,Hasdeo_Full,2020-05-01,2020-06-01,6,slowdown,drive,2026-02-20T18:19:41.022322,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
MVFQDKC6EYQR3NTAEN5BORML,MON_Hasdeo_Full_2020_06_slowdown,Hasdeo_Full,2020-06-01,2020-07-01,2,slowdown,drive,2026-02-20T18:19:42.558419,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
YDF6XBWSY7IWVUX4DUNNVKWR,MON_Hasdeo_Full_2020_09_slowdown,Hasdeo_Full,2020-09-01,2020-10-01,2,slowdown,drive,2026-02-20T18:19:47.396438,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
PASIL2K67EGVX6ERR46WVEUA,MON_Hasdeo_Full_2020_10_slowdown,Hasdeo_Full,2020-10-01,2020-11-01,5,slowdown,drive,2026-02-20T18:19:48.907167,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
CQA6AGUFCHF5REFLQS22RKDG,MON_Hasdeo_Full_2020_11_slowdown,Hasdeo_Full,2020-11-01,2020-12-01,9,slowdown,drive,2026-02-20T18:19:50.465172,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
LXPXHG7YN3BJYL2WC43AW72C,MON_Hasdeo_Full_2020_12_slowdown,Hasdeo_Full,2020-12-01,2021-01-01,11,slowdown,drive,2026-02-20T18:19:51.958619,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
2O7ZC5GTWXTQ335UZAFNQFI6,MON_Hasdeo_Full_2021_01_slowdown,Hasdeo_Full,2021-01-01,2021-02-01,10,slowdown,drive,2026-02-20T18:19:53.820389,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
JWXPA3YNFRY35EN7VAMDXGDJ,MON_Hasdeo_Full_2021_02_slowdown,Hasdeo_Full,2021-02-01,2021-03-01,9,slowdown,drive,2026-02-20T18:19:55.666204,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
6EIF63WGRURDSC4BVKYUE5UW,MON_Hasdeo_Full_2021_03_slowdown,Hasdeo_Full,2021-03-01,2021-04-01,12,slowdown,drive,2026-02-20T18:19:58.309049,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
6UE6GECXMXJDYG4PV32KOASW,MON_Hasdeo_Full_2021_04_slowdown,Hasdeo_Full,2021-04-01,2021-05-01,10,slowdown,drive,2026-02-20T18:19:59.966018,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
M5DCR2R2MC6WLA262H5TS6BR,MON_Hasdeo_Full_2021_05_slowdown,Hasdeo_Full,2021-05-01,2021-06-01,4,slowdown,drive,2026-02-20T18:20:03.758856,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
Q34K6RGNUPKDHKK3RT5ETH7X,MON_Hasdeo_Full_2021_07_slowdown,Hasdeo_Full,2021-07-01,2021-08-01,1,slowdown,drive,2026-02-20T18:20:06.005906,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
7BBTMRMD7GZT3KHUFCINN23W,MON_Hasdeo_Full_2021_10_slowdown,Hasdeo_Full,2021-10-01,2021-11-01,9,slowdown,drive,2026-02-20T18:20:09.957363,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
URXDEIK7IBQLV7U3FDJQKF5W,MON_Hasdeo_Full_2021_11_slowdown,Hasdeo_Full,2021-11-01,2021-12-01,8,slowdown,drive,2026-02-20T18:20:11.433036,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
LCJXXW3ZBW2FRTYF4N5MFKQ2,MON_Hasdeo_Full_2021_12_slowdown,Hasdeo_Full,2021-12-01,2022-01-01,11,slowdown,drive,2026-02-20T18:20:13.977184,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
ADGMNATXCPC23QQ2DNCSCORJ,MON_Hasdeo_Full_2022_01_slowdown,Hasdeo_Full,2022-01-01,2022-02-01,7,slowdown,drive,2026-02-20T18:20:15.665274,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
N6B3U6TORRLFPU4EKRPUDVJW,MON_Hasdeo_Full_2022_02_slowdown,Hasdeo_Full,2022-02-01,2022-03-01,8,slowdown,drive,2026-02-20T18:20:17.122586,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
6NPEIWIHY2QXRQKY3FGJLOSS,MON_Hasdeo_Full_2022_03_slowdown,Hasdeo_Full,2022-03-01,2022-04-01,14,slowdown,drive,2026-02-20T18:20:20.422458,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
D23QHWYGPQPTCQQAE5F6XPOV,MON_Hasdeo_Full_2022_04_slowdown,Hasdeo_Full,2022-04-01,2022-05-01,11,slowdown,drive,2026-02-20T18:20:22.904695,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
25U7FFGXGQMHRWCRHNCBZU5W,MON_Hasdeo_Full_2022_05_slowdown,Hasdeo_Full,2022-05-01,2022-06-01,9,slowdown,drive,2026-02-20T18:20:24.634022,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
ZQI3IWYNKTM22BWATXQBC3Y7,MON_Hasdeo_Full_2022_10_slowdown,Hasdeo_Full,2022-10-01,2022-11-01,5,slowdown,drive,2026-02-20T18:20:28.743501,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
NBHHVUNNC6ZH4GYMNPFKLGLU,MON_Hasdeo_Full_2022_11_slowdown,Hasdeo_Full,2022-11-01,2022-12-01,10,slowdown,drive,2026-02-20T18:20:30.884710,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
NGBHDO2IGNXHIWCXS5LKLPKU,MON_Hasdeo_Full_2022_12_slowdown,Hasdeo_Full,2022-12-01,2023-01-01,11,slowdown,drive,2026-02-20T18:20:34.034441,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
YDK65JHGUJO2XSS3XBR2OGYJ,MON_Hasdeo_Full_2023_01_renewed,Hasdeo_Full,2023-01-01,2023-02-01,10,renewed,drive,2026-02-20T18:20:35.944163,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
7G7RTH2QR6UCXO6NOWKO5W4Q,MON_Hasdeo_Full_2023_02_renewed,Hasdeo_Full,2023-02-01,2023-03-01,10,renewed,drive,2026-02-20T18:20:37.657901,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
2ULPKXLT75C6N6BSQL2SZKEB,MON_Hasdeo_Full_2023_03_renewed,Hasdeo_Full,2023-03-01,2023-04-01,10,renewed,drive,2026-02-20T18:20:40.193956,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
EK245BUK3SZRFVNS3XSAJIJN,MON_Hasdeo_Full_2023_04_renewed,Hasdeo_Full,2023-04-01,2023-05-01,1,renewed,drive,2026-02-20T18:20:43.946356,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
ZGARH7YHPMLDL6GMUJFL6QWU,MON_Hasdeo_Full_2023_05_renewed,Hasdeo_Full,2023-05-01,2023-06-01,7,renewed,drive,2026-02-20T18:20:45.573506,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
6VYGG5YPKQJG6FQ5YVT2YP3L,MON_Hasdeo_Full_2023_06_renewed,Hasdeo_Full,2023-06-01,2023-07-01,2,renewed,drive,2026-02-20T18:20:47.587743,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
Q56XRZACKFIPC2MNFY3CLBLN,MON_Hasdeo_Full_2023_10_renewed,Hasdeo_Full,2023-10-01,2023-11-01,8,renewed,drive,2026-02-20T18:20:52.087693,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
G6FOO4BAWH7DDGH6IY65Z6CI,MON_Hasdeo_Full_2023_11_renewed,Hasdeo_Full,2023-11-01,2023-12-01,10,renewed,drive,2026-02-20T18:20:55.546738,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
3KYKOSUY6WQSDXHRC7G3IA3H,MON_Hasdeo_Full_2023_12_renewed,Hasdeo_Full,2023-12-01,2024-01-01,9,renewed,drive,2026-02-20T18:20:59.328094,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
DNRQQFLKAVEG3G5NBFWBVKTW,MON_Hasdeo_Full_2024_01_renewed,Hasdeo_Full,2024-01-01,2024-02-01,6,renewed,drive,2026-02-20T18:21:02.022312,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
RBCW2WTC6E6HXKBLJWCU52PB,MON_Hasdeo_Full_2024_02_renewed,Hasdeo_Full,2024-02-01,2024-03-01,6,renewed,drive,2026-02-20T18:21:03.555152,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
KK7HJWNP7K2BZODGJVZS55V2,MON_Hasdeo_Full_2024_03_renewed,Hasdeo_Full,2024-03-01,2024-04-01,10,renewed,drive,2026-02-20T18:21:05.232154,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
SROESGVFBPXDIATVERR2OZNF,MON_Hasdeo_Full_2024_04_renewed,Hasdeo_Full,2024-04-01,2024-05-01,11,renewed,drive,2026-02-20T18:21:07.855937,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
UISBLEEFU7HF4CKXWYRB7QKS,MON_Hasdeo_Full_2024_05_renewed,Hasdeo_Full,2024-05-01,2024-06-01,7,renewed,drive,2026-02-20T18:21:09.699692,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
ZQ2GUYAIGEIE5R5VM4FL2ES2,MON_Hasdeo_Full_2024_06_renewed,Hasdeo_Full,2024-06-01,2024-07-01,4,renewed,drive,2026-02-20T18:21:11.236979,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
EPFJVCE4TVNK3QJ4TFA7A22T,MON_Hasdeo_Full_2024_10_renewed,Hasdeo_Full,2024-10-01,2024-11-01,4,renewed,drive,2026-02-20T18:21:15.638104,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
PUI6HHZLUO3VA6ZKA2JZIIJY,MON_Hasdeo_Full_2024_11_renewed,Hasdeo_Full,2024-11-01,2024-12-01,7,renewed,drive,2026-02-20T18:21:18.138452,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
XKSCTXQ3CHML4MHS52GIIZCX,MON_Hasdeo_Full_2024_12_renewed,Hasdeo_Full,2024-12-01,2025-01-01,9,renewed,drive,2026-02-20T18:21:20.614846,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
NFBSEN5QS7WOT44J5ZIQNTHG,MON_Hasdeo_Full_2025_01_renewed,Hasdeo_Full,2025-01-01,2025-02-01,10,renewed,drive,2026-02-20T18:21:22.330359,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
GRBQJENLV6WRLH2SGDCMXG3C,MON_Hasdeo_Full_2025_02_renewed,Hasdeo_Full,2025-02-01,2025-03-01,10,renewed,drive,2026-02-20T18:21:23.900192,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
VIC7EE4VV56YB5CRXLT7R4SK,MON_Hasdeo_Full_2025_03_renewed,Hasdeo_Full,2025-03-01,2025-04-01,12,renewed,drive,2026-02-20T18:21:26.506707,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
2OYQYUJESSPGWKVOZFSICN6O,MON_Hasdeo_Full_2025_04_renewed,Hasdeo_Full,2025-04-01,2025-05-01,13,renewed,drive,2026-02-20T18:21:29.316276,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
5L6XWM5GNY4YENXNQYMZXZI7,MON_Hasdeo_Full_2025_05_renewed,Hasdeo_Full,2025-05-01,2025-06-01,8,renewed,drive,2026-02-20T18:21:30.857151,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
MXKOW7GWV6U6S7T6TSUBDHCF,MON_Hasdeo_Full_2025_06_renewed,Hasdeo_Full,2025-06-01,2025-07-01,4,renewed,drive,2026-02-20T18:21:32.400788,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
P5ALMDYTBMCJSI2TJTSZWJ6G,MON_PEKB_Core_2016_10_rapid_exp,PEKB_Core,2016-10-01,2016-11-01,1,rapid_exp,drive,2026-02-20T18:22:09.349883,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
XAIUZKVBQYI6HOI5NMQESFKB,MON_PEKB_Core_2016_11_rapid_exp,PEKB_Core,2016-11-01,2016-12-01,1,rapid_exp,drive,2026-02-20T18:22:11.243918,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
BR6AB7MIRR5OGEQWFX4UJUSE,MON_PEKB_Core_2017_01_rapid_exp,PEKB_Core,2017-01-01,2017-02-01,2,rapid_exp,drive,2026-02-20T18:22:14.621447,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
MDANOGAAFTMJT4JWHPL5JFYA,MON_PEKB_Core_2017_02_rapid_exp,PEKB_Core,2017-02-01,2017-03-01,1,rapid_exp,drive,2026-02-20T18:22:16.159450,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
EK4M3BQ4P4UCXNZE4GW6FF2I,MON_PEKB_Core_2017_03_rapid_exp,PEKB_Core,2017-03-01,2017-04-01,2,rapid_exp,drive,2026-02-20T18:22:18.760018,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
POO5KDF2QM5OKQ2BCAYATTQG,MON_PEKB_Core_2017_12_rapid_exp,PEKB_Core,2017-12-01,2018-01-01,4,rapid_exp,drive,2026-02-20T18:22:27.564539,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
LMEQJRD27AWJFSVUU5B6TTEK,MON_PEKB_Core_2018_01_rapid_exp,PEKB_Core,2018-01-01,2018-02-01,4,rapid_exp,drive,2026-02-20T18:22:32.029473,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
32MSVRVA2GHUNZHLY3ARXZFW,MON_PEKB_Core_2018_02_rapid_exp,PEKB_Core,2018-02-01,2018-03-01,1,rapid_exp,drive,2026-02-20T18:22:34.589731,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
IB7SCX36HVVKBGQKLML5Z5FP,MON_PEKB_Core_2018_03_rapid_exp,PEKB_Core,2018-03-01,2018-04-01,2,rapid_exp,drive,2026-02-20T18:22:36.229607,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
JA6LSZ2D2DQDGFTS7DZ3AFEF,MON_PEKB_Core_2018_04_rapid_exp,PEKB_Core,2018-04-01,2018-05-01,1,rapid_exp,drive,2026-02-20T18:22:38.299964,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
PEJS7LWNWMD3G4BMTDGV6ZDA,MON_PEKB_Core_2018_10_rapid_exp,PEKB_Core,2018-10-01,2018-11-01,1,rapid_exp,drive,2026-02-20T18:22:43.006203,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
2OCR6V2XO5U52CYST5V7XXFI,MON_PEKB_Core_2018_11_rapid_exp,PEKB_Core,2018-11-01,2018-12-01,3,rapid_exp,drive,2026-02-20T18:22:45.402400,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
NFZMHVRY73F2L4BBPHI7JZ5Y,MON_PEKB_Core_2018_12_rapid_exp,PEKB_Core,2018-12-01,2019-01-01,3,rapid_exp,drive,2026-02-20T18:22:47.800964,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
OXZGMS5WAYRDQGUTJMQ4TY2N,MON_PEKB_Core_2019_01_rapid_exp,PEKB_Core,2019-01-01,2019-02-01,6,rapid_exp,drive,2026-02-20T18:22:49.330621,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
