task_id,description,region,start_date,end_date,image_count,phase,export_type,timestamp,scale_m,crs,dtype,bands
6MGQBIUKJ27XNAM5FRTAI6CJ,SEAS_WET_Hasdeo_North_2022,Hasdeo_North,2022-05-01,2022-10-31,7,wet_composite,drive,2026-02-20T18:46:50.224073,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
6LGCNRQIC7XBVLT2TSDLSX4R,SEAS_DRY_Hasdeo_North_2023,Hasdeo_North,2023-11-01,2024-04-30,26,dry_composite,drive,2026-02-20T18:46:51.757611,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
XMXJ2RUAFKZ6EGJLSLGJD67L,SEAS_WET_Hasdeo_North_2023,Hasdeo_North,2023-05-01,2023-10-31,8,wet_composite,drive,2026-02-20T18:46:53.503161,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
W7ABBRIU3RRH4JTTQSKY52DS,SEAS_DRY_Hasdeo_North_2024,Hasdeo_North,2024-11-01,2025-04-30,31,dry_composite,drive,2026-02-20T18:46:56.292032,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
TCTZ4MTV4RXGO3WHA6COEJ7I,SEAS_WET_Hasdeo_North_2024,Hasdeo_North,2024-05-01,2024-10-31,7,wet_composite,drive,2026-02-20T18:46:58.002399,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
3JFTX55ZPOHBKBIPJRHBGYBF,SEAS_DRY_Hasdeo_South_2016,Hasdeo_South,2016-11-01,2017-04-30,6,dry_composite,drive,2026-02-20T18:47:03.840644,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
QQR35ZMOAXRVNS4ANOTQBQWL,SEAS_WET_Hasdeo_South_2016,Hasdeo_South,2016-05-01,2016-10-31,1,wet_composite,drive,2026-02-20T18:47:06.508150,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
RES7D6RZ6IBFW7HUUOTKH2ZT,SEAS_DRY_Hasdeo_South_2017,Hasdeo_South,2017-11-01,2018-04-30,12,dry_composite,drive,2026-02-20T18:47:08.243857,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
YAJM5CCTGRMRZA26GMF26DF6,SEAS_DRY_Hasdeo_South_2018,Hasdeo_South,2018-11-01,2019-04-30,24,dry_composite,drive,2026-02-20T18:47:10.554150,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
G2N3FK7REHFIR3H2523DYOWU,SEAS_WET_Hasdeo_South_2018,Hasdeo_South,2018-05-01,2018-10-31,1,wet_composite,drive,2026-02-20T18:47:12.236123,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
HJNYJJS5H627IZZLJXJ6SMVR,SEAS_DRY_Hasdeo_South_2019,Hasdeo_South,2019-11-01,2020-04-30,23,dry_composite,drive,2026-02-20T18:47:14.092223,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
4OLMSGBC4WJAKMLS7PF7MDA2,SEAS_WET_Hasdeo_South_2019,Hasdeo_South,2019-05-01,2019-10-31,8,wet_composite,drive,2026-02-20T18:47:15.839208,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
EPXDDI4BFHHBDYYZRGHHUKWN,SEAS_DRY_Hasdeo_South_2020,Hasdeo_South,2020-11-01,2021-04-30,27,dry_composite,drive,2026-02-20T18:47:17.560459,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
JFBQ6WOQDXK5TP2RJQDP5VSS,SEAS_WET_Hasdeo_South_2020,Hasdeo_South,2020-05-01,2020-10-31,7,wet_composite,drive,2026-02-20T18:47:19.304226,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
LFK6WFTAOY337OWDJ4NVMYYM,SEAS_DRY_Hasdeo_South_2021,Hasdeo_South,2021-11-01,2022-04-30,30,dry_composite,drive,2026-02-20T18:47:20.830068,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
KCGT7K23NZUVXODRZILX476D,SEAS_WET_Hasdeo_South_2021,Hasdeo_South,2021-05-01,2021-10-31,8,wet_composite,drive,2026-02-20T18:47:23.234004,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
F2YXHGCTQ775NJMJNIEBBMX3,SEAS_DRY_Hasdeo_South_2022,Hasdeo_South,2022-11-01,2023-04-30,26,dry_composite,drive,2026-02-20T18:47:24.838219,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
P4XW4V5R232WE5IF4YUIGA32,SEAS_WET_Hasdeo_South_2022,Hasdeo_South,2022-05-01,2022-10-31,7,wet_composite,drive,2026-02-20T18:47:26.573794,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
XB3FOTTDWQLNH7V2XCUKRQ7M,SEAS_DRY_Hasdeo_South_2023,Hasdeo_South,2023-11-01,2024-04-30,26,dry_composite,drive,2026-02-20T18:47:30.060529,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
KWHSQKQNVEMYSC5V7BA5ZXI5,SEAS_WET_Hasdeo_South_2023,Hasdeo_South,2023-05-01,2023-10-31,8,wet_composite,drive,2026-02-20T18:47:32.717545,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
UTS25VNCZOKOT2UPD7HZGQ7L,SEAS_DRY_Hasdeo_South_2024,Hasdeo_South,2024-11-01,2025-04-30,31,dry_composite,drive,2026-02-20T18:47:34.561714,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
WM5G3J7Q2ARUCXT7BSL73EW6,SEAS_WET_Hasdeo_South_2024,Hasdeo_South,2024-05-01,2024-10-31,7,wet_composite,drive,2026-02-20T18:47:36.105265,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
N5I2KMTFG2EB45ZBYTAILEL7,SEAS_DRY_Mining_Buffer_2016,Mining_Buffer,2016-11-01,2017-04-30,11,dry_composite,drive,2026-02-20T18:47:42.049176,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
AC5F3FNN6RE4O7IA6AOMRCXM,SEAS_WET_Mining_Buffer_2016,Mining_Buffer,2016-05-01,2016-10-31,2,wet_composite,drive,2026-02-20T18:47:43.793072,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
DAC7R3LWOHNBA6BQOQ6NTR7D,SEAS_DRY_Mining_Buffer_2017,Mining_Buffer,2017-11-01,2018-04-30,19,dry_composite,drive,2026-02-20T18:47:45.737816,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
UCZC32VRACZZWV3VUMSIP2O7,SEAS_DRY_Mining_Buffer_2018,Mining_Buffer,2018-11-01,2019-04-30,48,dry_composite,drive,2026-02-20T18:47:51.803834,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
X3T74QVA6VIZJ345WPCKM3A7,SEAS_WET_Mining_Buffer_2018,Mining_Buffer,2018-05-01,2018-10-31,1,wet_composite,drive,2026-02-20T18:47:53.962263,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
EIGURXYLAYKZOJX2XE5BFMCO,SEAS_DRY_Mining_Buffer_2019,Mining_Buffer,2019-11-01,2020-04-30,46,dry_composite,drive,2026-02-20T18:47:56.165511,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
6VYV4IIZMDHIE5ZOETMBSUWD,SEAS_WET_Mining_Buffer_2019,Mining_Buffer,2019-05-01,2019-10-31,17,wet_composite,drive,2026-02-20T18:47:58.213696,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
MHELPPWMIIVQTWUH5GLLK5RC,SEAS_DRY_Mining_Buffer_2020,Mining_Buffer,2020-11-01,2021-04-30,59,dry_composite,drive,2026-02-20T18:47:59.895500,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
GKONFHAM46ZFYHZGISSNI2JU,SEAS_WET_Mining_Buffer_2020,Mining_Buffer,2020-05-01,2020-10-31,15,wet_composite,drive,2026-02-20T18:48:01.492049,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
UOY44XPMVOJCNF3PSAXWFQAG,SEAS_DRY_Mining_Buffer_2021,Mining_Buffer,2021-11-01,2022-04-30,57,dry_composite,drive,2026-02-20T18:48:03.359969,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
JENNYWRDAHV4YVQFW2OBYDPM,SEAS_WET_Mining_Buffer_2021,Mining_Buffer,2021-05-01,2021-10-31,14,wet_composite,drive,2026-02-20T18:48:06.410357,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
WEBOD4HIDIWUUAY2CEL43VJ5,SEAS_DRY_Mining_Buffer_2022,Mining_Buffer,2022-11-01,2023-04-30,50,dry_composite,drive,2026-02-20T18:48:07.944825,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
MTFASBXROMOHGUU4IGFUEZQQ,SEAS_WET_Mining_Buffer_2022,Mining_Buffer,2022-05-01,2022-10-31,14,wet_composite,drive,2026-02-20T18:48:09.788549,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
FEQGUAM4AAFLOIHC26DOM47U,SEAS_DRY_Mining_Buffer_2023,Mining_Buffer,2023-11-01,2024-04-30,52,dry_composite,drive,2026-02-20T18:48:11.349234,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
QUYHTJXPITQ6WRIM5ISVMIIS,SEAS_WET_Mining_Buffer_2023,Mining_Buffer,2023-05-01,2023-10-31,17,wet_composite,drive,2026-02-20T18:48:13.268031,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
UPJZ7H57E4YXGK5TFEDIY5JR,SEAS_DRY_Mining_Buffer_2024,Mining_Buffer,2024-11-01,2025-04-30,61,dry_composite,drive,2026-02-20T18:48:15.112944,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
UIEJGTCCWJZDFFZCVZXUXJ4J,SEAS_WET_Mining_Buffer_2024,Mining_Buffer,2024-05-01,2024-10-31,13,wet_composite,drive,2026-02-20T18:48:16.753871,10,EPSG:32644,Float32,"B2,B3,B4,B8,B8A,B11,B12,SCL,NDVI,NDWI,NBR,EVI"
